Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken,__index_level_0__
20.0,Company Invited,3,7.0,Large Business,Female,4,6.0,Basic,5.0,Single,2.0,0,3,1,2.0,Executive,21003.0,1,2074
39.0,Company Invited,1,8.0,Salaried,Male,2,3.0,Super Deluxe,3.0,Married,1.0,0,3,1,0.0,AVP,27169.0,1,646
48.0,Company Invited,1,7.0,Small Business,Female,4,4.0,Standard,4.0,Married,2.0,0,5,0,1.0,Senior Manager,30635.0,0,3202
42.0,Self Enquiry,1,16.0,Salaried,Male,4,4.0,Basic,5.0,Married,3.0,0,5,1,2.0,Executive,20967.0,0,3058
28.0,Self Enquiry,1,14.0,Salaried,Female,3,3.0,Basic,3.0,Single,2.0,0,4,0,1.0,Executive,18310.0,0,235
37.0,Self Enquiry,2,20.0,Salaried,Male,3,5.0,Basic,5.0,Married,6.0,1,5,1,2.0,Executive,23317.0,1,4122
35.0,Self Enquiry,1,15.0,Small Business,Female,4,4.0,Deluxe,3.0,Unmarried,5.0,0,4,1,2.0,Manager,24820.0,0,2412
48.0,Self Enquiry,1,9.0,Small Business,Female,4,4.0,Deluxe,3.0,Married,7.0,0,2,0,2.0,Manager,23748.0,0,2303
31.0,Company Invited,3,33.0,Small Business,Female,3,5.0,Deluxe,5.0,Unmarried,7.0,0,2,0,2.0,Manager,25374.0,1,2114
48.0,Company Invited,1,6.0,Small Business,Male,2,1.0,Super Deluxe,3.0,Single,3.0,0,1,0,0.0,AVP,31885.0,0,1785
29.0,Self Enquiry,1,24.0,Large Business,Male,3,5.0,Basic,3.0,Married,7.0,0,3,0,2.0,Executive,21045.0,1,3173
57.0,Self Enquiry,1,14.0,Salaried,Male,3,6.0,Standard,3.0,Unmarried,6.0,0,1,0,1.0,Senior Manager,25938.0,0,3330
51.0,Company Invited,3,15.0,Large Business,Male,3,4.0,Deluxe,3.0,Married,5.0,1,5,0,1.0,Manager,25474.0,1,3730
27.0,Self Enquiry,1,11.0,Salaried,Female,2,3.0,Basic,4.0,Single,2.0,1,3,0,1.0,Executive,17478.0,0,260
30.0,Self Enquiry,1,7.0,Large Business,Male,3,4.0,Basic,3.0,Single,2.0,0,1,0,1.0,Executive,20736.0,1,3451
47.0,Self Enquiry,1,8.0,Small Business,Female,3,3.0,Deluxe,3.0,Married,6.0,0,1,0,0.0,Manager,20070.0,0,1496
42.0,Company Invited,1,8.0,Small Business,Male,2,3.0,Basic,3.0,Single,6.0,1,2,0,1.0,Executive,17515.0,0,504
59.0,Self Enquiry,1,9.0,Large Business,Female,4,5.0,Standard,3.0,Married,2.0,0,5,0,1.0,Senior Manager,21050.0,1,4095
39.0,Self Enquiry,1,30.0,Salaried,Male,3,4.0,Deluxe,3.0,Married,2.0,0,3,0,1.0,Manager,24423.0,0,2175
36.0,Self Enquiry,3,22.0,Small Business,Female,3,4.0,Deluxe,5.0,Divorced,5.0,0,5,1,0.0,Manager,20647.0,0,801
34.0,Self Enquiry,1,17.0,Small Business,Male,3,6.0,Basic,3.0,Married,2.0,0,5,0,1.0,Executive,22086.0,1,3647
34.0,Self Enquiry,1,12.0,Salaried,Male,3,5.0,Standard,3.0,Married,6.0,0,3,1,2.0,Senior Manager,25797.0,0,3968
36.0,Self Enquiry,3,6.0,Salaried,Male,2,3.0,Deluxe,3.0,Divorced,2.0,1,3,1,1.0,Manager,21201.0,0,497
34.0,Company Invited,3,14.0,Salaried,Female,2,4.0,Deluxe,4.0,Married,2.0,0,4,0,1.0,Manager,22980.0,0,3979
47.0,Self Enquiry,1,9.0,Salaried,Male,3,4.0,Standard,3.0,Married,5.0,0,1,1,2.0,Senior Manager,27256.0,0,3113
28.0,Self Enquiry,1,14.0,Salaried,Female,2,4.0,Basic,4.0,Single,2.0,0,4,0,1.0,Executive,17154.0,1,1877
26.0,Self Enquiry,3,11.0,Small Business,Male,3,5.0,Deluxe,5.0,Divorced,3.0,0,3,1,2.0,Manager,22934.0,0,2493
40.0,Company Invited,1,6.0,Salaried,Male,3,4.0,Super Deluxe,4.0,Married,2.0,0,1,1,1.0,AVP,28503.0,0,1222
41.0,Company Invited,1,16.0,Salaried,Male,4,5.0,Deluxe,3.0,Divorced,2.0,0,5,1,1.0,Manager,23554.0,0,2106
25.0,Self Enquiry,3,32.0,Small Business,Female,2,3.0,Deluxe,3.0,Single,2.0,0,4,0,0.0,Manager,21180.0,0,454
40.0,Company Invited,1,32.0,Salaried,Male,4,4.0,Standard,3.0,Divorced,5.0,0,1,0,1.0,Senior Manager,29598.0,0,2809
34.0,Self Enquiry,1,17.0,Small Business,Male,3,6.0,Basic,3.0,Married,2.0,0,5,0,1.0,Executive,22086.0,1,2310
34.0,Company Invited,1,9.0,Salaried,Male,2,3.0,Deluxe,3.0,Unmarried,1.0,0,2,1,0.0,Manager,22756.0,0,630
32.0,Self Enquiry,3,10.0,Small Business,Male,2,5.0,Standard,3.0,Married,2.0,0,1,1,0.0,Senior Manager,25400.0,1,1316
32.0,Company Invited,1,7.0,Salaried,Female,4,4.0,Deluxe,5.0,Divorced,3.0,0,5,1,3.0,Manager,22826.0,0,2576
38.0,Company Invited,3,8.0,Salaried,Male,2,4.0,Deluxe,3.0,Married,4.0,0,5,1,1.0,Manager,20249.0,0,1360
38.0,Self Enquiry,3,8.0,Small Business,Female,3,5.0,Deluxe,3.0,Married,3.0,1,3,0,0.0,Manager,20405.0,0,1022
38.0,Self Enquiry,1,20.0,Small Business,Male,3,4.0,Deluxe,3.0,Married,3.0,0,1,0,1.0,Manager,22963.0,0,2893
39.0,Company Invited,1,7.0,Salaried,Male,3,4.0,Deluxe,3.0,Married,2.0,0,5,1,1.0,Manager,23413.0,0,2983
37.0,Self Enquiry,1,12.0,Salaried,Male,4,4.0,Deluxe,4.0,Unmarried,2.0,0,1,1,2.0,Manager,24592.0,0,3454
34.0,Company Invited,1,23.0,Large Business,Male,2,4.0,Basic,3.0,Married,1.0,1,5,1,1.0,Executive,23500.0,1,1903
31.0,Company Invited,3,6.0,Salaried,Female,2,5.0,Basic,3.0,Single,2.0,0,3,1,1.0,Executive,16359.0,1,795
35.0,Self Enquiry,1,31.0,Small Business,Female,2,3.0,Standard,3.0,Married,2.0,1,3,0,1.0,Senior Manager,25388.0,0,1730
37.0,Self Enquiry,1,25.0,Salaried,Male,3,3.0,Basic,4.0,Married,5.0,0,4,0,1.0,Executive,18022.0,0,1188
49.0,Self Enquiry,1,6.0,Large Business,Female,2,4.0,Super Deluxe,3.0,Single,1.0,1,3,1,0.0,AVP,28964.0,0,259
26.0,Self Enquiry,3,35.0,Salaried,Male,3,5.0,Deluxe,3.0,Divorced,4.0,0,4,0,1.0,Manager,27317.0,0,2043
31.0,Self Enquiry,1,31.0,Salaried,Male,4,4.0,Basic,3.0,Married,3.0,0,3,1,3.0,Executive,21371.0,0,3256
43.0,Self Enquiry,1,18.0,Salaried,Male,2,4.0,Super Deluxe,4.0,Married,2.0,0,3,0,1.0,AVP,29336.0,0,318
33.0,Self Enquiry,3,20.0,Salaried,Male,4,4.0,Deluxe,3.0,Married,4.0,0,2,0,1.0,Manager,23081.0,0,2477
42.0,Self Enquiry,1,10.0,Large Business,Male,2,3.0,King,3.0,Divorced,2.0,0,2,0,1.0,VP,34232.0,0,187
23.0,Self Enquiry,3,8.0,Large Business,Male,3,3.0,Basic,5.0,Married,4.0,0,3,1,1.0,Executive,17322.0,0,69
20.0,Company Invited,1,12.0,Salaried,Female,3,4.0,Basic,3.0,Single,2.0,1,1,0,0.0,Executive,17926.0,1,1231
49.0,Self Enquiry,1,10.0,Small Business,Male,2,4.0,King,3.0,Married,3.0,0,3,0,1.0,VP,33711.0,0,1859
27.0,Company Invited,3,7.0,Small Business,Male,3,5.0,Deluxe,5.0,Unmarried,3.0,0,3,0,1.0,Manager,22972.0,0,3876
51.0,Company Invited,3,7.0,Salaried,Male,4,4.0,Deluxe,3.0,Married,2.0,0,3,1,2.0,Manager,25406.0,1,3231
50.0,Self Enquiry,1,7.0,Large Business,Female,3,4.0,Basic,5.0,Divorced,4.0,0,4,1,1.0,Executive,22258.0,0,2494
30.0,Self Enquiry,1,22.0,Salaried,Female,4,6.0,Basic,3.0,Married,2.0,1,5,1,2.0,Executive,20846.0,0,4032
34.0,Company Invited,3,9.0,Small Business,Female,4,4.0,Deluxe,4.0,Unmarried,2.0,0,1,0,1.0,Manager,23825.0,0,3046
34.0,Company Invited,1,36.0,Small Business,Female,3,5.0,Deluxe,3.0,Unmarried,3.0,0,5,1,1.0,Manager,23186.0,1,2633
31.0,Company Invited,1,13.0,Salaried,Female,2,4.0,Standard,3.0,Divorced,2.0,0,2,1,1.0,Senior Manager,23943.0,0,264
31.0,Self Enquiry,2,28.0,Salaried,Male,2,5.0,Basic,3.0,Married,2.0,0,1,0,1.0,Executive,24852.0,1,1897
36.0,Self Enquiry,1,34.0,Small Business,Female,3,5.0,Basic,5.0,Single,3.0,0,4,1,2.0,Executive,21237.0,0,2475
28.0,Company Invited,2,6.0,Salaried,Male,2,3.0,Basic,3.0,Married,2.0,0,4,0,1.0,Executive,17706.0,0,1034
55.0,Self Enquiry,1,6.0,Small Business,Male,2,3.0,King,5.0,Single,1.0,1,2,1,0.0,VP,34045.0,0,218
36.0,Self Enquiry,1,11.0,Salaried,Male,4,4.0,Basic,3.0,Married,3.0,0,4,1,2.0,Executive,20629.0,0,3286
32.0,Self Enquiry,3,14.0,Small Business,Male,4,4.0,Deluxe,3.0,Married,6.0,0,1,0,1.0,Manager,26225.0,0,3542
32.0,Company Invited,1,13.0,Salaried,Male,3,1.0,Basic,4.0,Married,2.0,0,1,0,1.0,Executive,17794.0,0,1359
31.0,Self Enquiry,3,19.0,Large Business,Female,3,4.0,Deluxe,3.0,Unmarried,2.0,0,1,1,2.0,Manager,25255.0,0,3617
50.0,Company Invited,1,6.0,Salaried,Female,3,3.0,King,4.0,Divorced,4.0,1,2,0,2.0,VP,33172.0,0,84
42.0,Self Enquiry,1,12.0,Small Business,Male,2,3.0,Standard,5.0,Married,1.0,0,3,1,0.0,Senior Manager,28348.0,0,1057
28.0,Company Invited,1,16.0,Small Business,Male,3,4.0,Basic,4.0,Married,8.0,0,3,1,2.0,Executive,20702.0,0,3401
28.0,Self Enquiry,3,9.0,Small Business,Female,3,3.0,Basic,4.0,Married,2.0,0,1,1,0.0,Executive,17856.0,0,1043
47.0,Self Enquiry,1,15.0,Salaried,Female,4,5.0,Deluxe,5.0,Married,2.0,1,2,1,3.0,Manager,23293.0,0,2619
34.0,Self Enquiry,2,9.0,Salaried,Male,4,4.0,Basic,3.0,Married,3.0,0,1,1,3.0,Executive,22278.0,0,4035
23.0,Self Enquiry,1,10.0,Salaried,Female,3,4.0,Deluxe,3.0,Married,2.0,1,5,1,2.0,Manager,22849.0,1,3857
43.0,Self Enquiry,2,9.0,Large Business,Male,3,4.0,Basic,3.0,Married,2.0,1,4,1,1.0,Executive,21374.0,0,2231
47.0,Self Enquiry,1,25.0,Small Business,Female,3,4.0,Deluxe,3.0,Married,4.0,0,5,1,2.0,Manager,23488.0,0,3626
41.0,Self Enquiry,3,12.0,Salaried,Female,3,3.0,Standard,3.0,Single,4.0,1,2,0,1.0,Senior Manager,28591.0,0,172
19.0,Self Enquiry,1,15.0,Salaried,Male,2,3.0,Basic,5.0,Single,2.0,0,3,0,1.0,Executive,17552.0,0,1825
32.0,Self Enquiry,2,15.0,Small Business,Female,4,2.0,Basic,4.0,Single,2.0,0,1,0,3.0,Executive,20787.0,0,2845
34.0,Self Enquiry,2,10.0,Salaried,Male,3,4.0,Basic,4.0,Married,5.0,1,5,0,2.0,Executive,20955.0,0,3846
42.0,Self Enquiry,3,18.0,Small Business,Male,3,3.0,Deluxe,3.0,Married,4.0,1,1,0,0.0,Manager,20087.0,0,1076
41.0,Company Invited,1,33.0,Small Business,Female,3,4.0,Deluxe,4.0,Married,3.0,0,1,0,2.0,Manager,24283.0,0,3390
42.0,Self Enquiry,3,20.0,Small Business,Female,3,4.0,Deluxe,3.0,Single,1.0,0,3,1,0.0,Manager,21244.0,0,1686
32.0,Self Enquiry,3,14.0,Small Business,Male,4,4.0,Deluxe,3.0,Married,6.0,0,2,0,1.0,Manager,26225.0,0,2205
54.0,Company Invited,1,17.0,Small Business,Female,2,3.0,Super Deluxe,3.0,Married,4.0,0,3,1,0.0,AVP,31032.0,0,840
39.0,Self Enquiry,3,8.0,Salaried,Male,2,1.0,Standard,3.0,Unmarried,1.0,0,1,0,0.0,Senior Manager,22880.0,0,1712
45.0,Company Invited,1,12.0,Salaried,Male,3,5.0,Basic,3.0,Unmarried,5.0,0,1,0,2.0,Executive,21840.0,0,2852
54.0,Self Enquiry,3,9.0,Small Business,Female,2,3.0,Deluxe,5.0,Married,3.0,0,4,1,0.0,Manager,20940.0,0,1325
35.0,Self Enquiry,3,16.0,Salaried,Female,4,4.0,Deluxe,3.0,Divorced,3.0,0,2,1,3.0,Manager,24392.0,0,2673
20.0,Self Enquiry,1,10.0,Large Business,Male,2,3.0,Basic,5.0,Single,2.0,0,3,1,0.0,Executive,17973.0,1,1699
39.0,Company Invited,1,28.0,Small Business,Female,2,3.0,Standard,5.0,Unmarried,2.0,1,5,1,0.0,Senior Manager,25880.0,0,598
38.0,Self Enquiry,3,23.0,Small Business,Male,4,5.0,Deluxe,3.0,Married,6.0,0,5,1,3.0,Manager,25012.0,0,2483
31.0,Company Invited,1,16.0,Small Business,Female,4,4.0,Deluxe,3.0,Unmarried,2.0,1,3,1,3.0,Manager,23373.0,0,2754
49.0,Self Enquiry,1,11.0,Salaried,Male,4,5.0,Standard,3.0,Single,2.0,0,5,1,1.0,Senior Manager,29677.0,0,3922
26.0,Self Enquiry,3,14.0,Large Business,Male,2,4.0,Deluxe,5.0,Single,7.0,0,3,0,0.0,Manager,20326.0,1,1608
28.0,Self Enquiry,1,21.0,Salaried,Male,2,3.0,Basic,3.0,Married,2.0,0,4,0,0.0,Executive,17207.0,0,1777
50.0,Self Enquiry,1,16.0,Large Business,Male,3,4.0,Standard,3.0,Unmarried,7.0,0,5,1,1.0,Senior Manager,25496.0,0,1449
41.0,Self Enquiry,1,31.0,Large Business,Male,4,4.0,Deluxe,3.0,Married,3.0,0,3,1,2.0,Manager,21997.0,0,2137
54.0,Company Invited,2,32.0,Salaried,Female,1,1.0,Super Deluxe,3.0,Single,3.0,1,3,1,0.0,AVP,32328.0,0,1240
26.0,Self Enquiry,1,14.0,Small Business,Male,4,5.0,Basic,3.0,Married,3.0,0,1,0,3.0,Executive,21567.0,0,3351
47.0,Company Invited,3,12.0,Small Business,Male,4,4.0,Deluxe,3.0,Unmarried,6.0,1,5,1,2.0,Manager,24450.0,0,3294
33.0,Company Invited,1,31.0,Salaried,Male,4,4.0,Deluxe,3.0,Married,3.0,0,4,1,3.0,Manager,23987.0,0,3758
27.0,Self Enquiry,1,12.0,Salaried,Male,2,4.0,Basic,3.0,Divorced,2.0,0,2,1,1.0,Executive,17539.0,0,662
32.0,Self Enquiry,1,14.0,Small Business,Female,3,4.0,Standard,3.0,Unmarried,3.0,1,4,1,2.0,Senior Manager,25821.0,0,2224
27.0,Company Invited,1,15.0,Small Business,Male,2,3.0,Basic,4.0,Married,7.0,0,3,1,1.0,Executive,17024.0,0,1279
33.0,Company Invited,1,6.0,Salaried,Female,2,1.0,Deluxe,4.0,Married,2.0,1,3,1,0.0,Manager,20488.0,0,1721
44.0,Self Enquiry,1,21.0,Small Business,Female,3,3.0,Standard,3.0,Divorced,2.0,0,3,0,1.0,Senior Manager,22978.0,1,734
51.0,Self Enquiry,1,7.0,Small Business,Male,3,5.0,Basic,3.0,Married,4.0,0,3,1,1.0,Executive,22368.0,0,3421
30.0,Self Enquiry,1,13.0,Small Business,Female,3,4.0,Basic,3.0,Married,3.0,0,3,0,2.0,Executive,21809.0,0,4026
28.0,Company Invited,1,6.0,Salaried,Female,2,5.0,Deluxe,3.0,Divorced,1.0,0,3,1,0.0,Manager,21674.0,0,744
38.0,Self Enquiry,1,9.0,Salaried,Male,4,5.0,Basic,3.0,Single,8.0,1,3,0,3.0,Executive,20768.0,1,3251
20.0,Self Enquiry,1,16.0,Small Business,Male,2,3.0,Basic,3.0,Single,2.0,1,5,1,1.0,Executive,16009.0,1,1563
32.0,Company Invited,1,6.0,Salaried,Female,3,4.0,Basic,4.0,Divorced,7.0,0,3,1,0.0,Executive,17332.0,0,546
31.0,Company Invited,1,30.0,Large Business,Female,1,3.0,Deluxe,3.0,Single,3.0,0,1,1,0.0,Manager,20238.0,0,967
39.0,Self Enquiry,3,30.0,Small Business,Female,2,4.0,Super Deluxe,3.0,Married,1.0,0,1,1,1.0,AVP,27031.0,0,1143
50.0,Self Enquiry,1,8.0,Small Business,Male,3,3.0,King,3.0,Married,3.0,1,1,1,2.0,VP,34237.0,0,1757
34.0,Self Enquiry,3,20.0,Large Business,Female,2,3.0,Basic,3.0,Married,2.0,1,5,1,0.0,Executive,17579.0,0,1546
46.0,Company Invited,1,14.0,Salaried,Male,4,4.0,Standard,5.0,Married,3.0,0,2,1,3.0,Senior Manager,23888.0,0,2196
46.0,Self Enquiry,3,9.0,Large Business,Female,2,1.0,Super Deluxe,5.0,Married,3.0,0,3,1,0.0,AVP,28225.0,0,1037
33.0,Self Enquiry,2,9.0,Salaried,Male,2,3.0,Basic,4.0,Married,4.0,1,5,0,1.0,Executive,17277.0,0,523
32.0,Self Enquiry,1,11.0,Salaried,Female,2,1.0,Basic,3.0,Married,4.0,0,5,1,1.0,Executive,18312.0,0,891
31.0,Self Enquiry,3,11.0,Small Business,Female,4,5.0,Deluxe,4.0,Married,3.0,1,3,1,2.0,Manager,23887.0,0,2002
28.0,Self Enquiry,1,7.0,Small Business,Male,3,4.0,Basic,4.0,Married,3.0,0,3,0,1.0,Executive,22494.0,0,2254
32.0,Company Invited,1,10.0,Small Business,Male,4,4.0,Standard,3.0,Married,2.0,0,4,1,1.0,Senior Manager,32353.0,0,3474
35.0,Company Invited,3,26.0,Small Business,Male,4,3.0,Deluxe,3.0,Unmarried,2.0,1,2,1,3.0,Manager,23982.0,1,2259
43.0,Self Enquiry,1,13.0,Salaried,Female,2,3.0,Standard,5.0,Divorced,1.0,0,5,1,0.0,Senior Manager,24985.0,0,270
30.0,Company Invited,1,9.0,Salaried,Male,3,4.0,Deluxe,3.0,Married,3.0,0,3,0,1.0,Manager,27531.0,0,2928
55.0,Self Enquiry,3,19.0,Small Business,Male,2,1.0,Super Deluxe,3.0,Single,7.0,1,3,1,1.0,AVP,28695.0,1,767
22.0,Self Enquiry,1,17.0,Small Business,Female,2,3.0,Basic,4.0,Divorced,2.0,0,2,1,0.0,Executive,17244.0,0,312
51.0,Self Enquiry,1,14.0,Salaried,Male,2,4.0,Standard,4.0,Divorced,6.0,0,3,1,1.0,Senior Manager,27490.0,0,170
35.0,Company Invited,3,11.0,Small Business,Female,4,4.0,Deluxe,3.0,Married,2.0,0,1,0,1.0,Manager,25216.0,0,3609
45.0,Self Enquiry,1,26.0,Small Business,Male,3,3.0,Super Deluxe,3.0,Divorced,1.0,1,3,0,0.0,AVP,28496.0,0,216
53.0,Self Enquiry,1,13.0,Large Business,Male,4,4.0,Deluxe,5.0,Married,5.0,1,4,1,2.0,Manager,24255.0,0,3676
46.0,Self Enquiry,1,21.0,Salaried,Male,2,3.0,King,4.0,Divorced,6.0,0,3,1,1.0,VP,34081.0,0,689
41.0,Company Invited,1,16.0,Small Business,Female,3,4.0,Standard,3.0,Single,2.0,0,4,1,2.0,Senior Manager,32177.0,0,4012
42.0,Self Enquiry,3,20.0,Small Business,Female,3,4.0,Deluxe,3.0,Single,1.0,0,3,0,0.0,Manager,21244.0,0,538
28.0,Self Enquiry,1,23.0,Large Business,Female,3,4.0,Basic,4.0,Divorced,2.0,0,2,1,1.0,Executive,21489.0,0,2567
52.0,Company Invited,1,15.0,Salaried,Male,3,6.0,Standard,3.0,Single,4.0,0,1,1,1.0,Senior Manager,29328.0,1,3377
40.0,Self Enquiry,1,13.0,Small Business,Male,4,4.0,Basic,5.0,Divorced,2.0,1,2,1,2.0,Executive,21082.0,1,2523
37.0,Company Invited,3,15.0,Small Business,Male,3,3.0,Standard,4.0,Married,2.0,0,2,1,0.0,Senior Manager,23834.0,0,374
56.0,Self Enquiry,1,15.0,Small Business,Male,2,3.0,Super Deluxe,3.0,Divorced,1.0,0,4,0,0.0,AVP,26103.0,0,443
31.0,Self Enquiry,1,9.0,Salaried,Male,3,5.0,Deluxe,3.0,Divorced,3.0,0,4,1,1.0,Manager,22830.0,0,1998
37.0,Company Invited,3,25.0,Small Business,Male,2,3.0,Standard,4.0,Unmarried,2.0,1,5,0,0.0,Senior Manager,22642.0,0,520
32.0,Self Enquiry,1,30.0,Small Business,Male,4,5.0,Deluxe,3.0,Married,2.0,0,3,0,2.0,Manager,24260.0,0,3494
45.0,Self Enquiry,1,14.0,Small Business,Female,3,5.0,Standard,3.0,Married,5.0,0,4,0,1.0,Senior Manager,28926.0,0,3275
43.0,Self Enquiry,1,9.0,Salaried,Female,3,4.0,Deluxe,3.0,Divorced,3.0,0,2,1,1.0,Manager,22767.0,0,2357
29.0,Company Invited,3,11.0,Small Business,Male,3,4.0,Deluxe,3.0,Divorced,3.0,0,2,1,1.0,Manager,22899.0,0,2007
29.0,Self Enquiry,1,15.0,Salaried,Female,4,4.0,Basic,3.0,Unmarried,3.0,0,4,1,2.0,Executive,21988.0,0,3514
28.0,Company Invited,1,8.0,Small Business,Male,2,4.0,Basic,5.0,Single,1.0,0,4,0,0.0,Executive,17561.0,1,834
30.0,Self Enquiry,2,6.0,Salaried,Male,2,3.0,Basic,3.0,Married,1.0,0,1,0,1.0,Executive,17064.0,0,833
37.0,Self Enquiry,1,7.0,Large Business,Female,4,6.0,Standard,5.0,Married,4.0,1,2,1,3.0,Senior Manager,28930.0,0,2716
37.0,Self Enquiry,1,9.0,Salaried,Female,4,4.0,Deluxe,4.0,Married,6.0,1,4,0,1.0,Manager,25640.0,0,3106
31.0,Self Enquiry,3,14.0,Small Business,Female,4,4.0,Deluxe,5.0,Married,2.0,0,3,1,1.0,Manager,23457.0,0,2826
42.0,Self Enquiry,3,7.0,Salaried,Female,4,4.0,Deluxe,3.0,Unmarried,2.0,1,2,1,1.0,Manager,24671.0,1,1914
42.0,Self Enquiry,3,10.0,Salaried,Male,3,5.0,Deluxe,4.0,Married,4.0,0,3,0,2.0,Manager,27616.0,0,3227
36.0,Self Enquiry,1,12.0,Salaried,Male,2,5.0,Basic,3.0,Married,2.0,0,2,0,0.0,Executive,17741.0,0,692
30.0,Self Enquiry,1,30.0,Salaried,Male,3,4.0,Basic,3.0,Single,2.0,0,3,0,1.0,Executive,20879.0,0,3589
33.0,Company Invited,1,22.0,Small Business,Female,3,4.0,Deluxe,3.0,Married,7.0,0,3,0,2.0,Manager,25345.0,0,3171
24.0,Company Invited,1,10.0,Salaried,Male,2,4.0,Basic,3.0,Divorced,1.0,0,3,0,0.0,Executive,18162.0,0,509
24.0,Company Invited,3,19.0,Salaried,Female,3,3.0,Basic,4.0,Divorced,2.0,0,1,0,0.0,Executive,17033.0,0,830
29.0,Self Enquiry,1,16.0,Salaried,Female,3,4.0,Basic,5.0,Single,7.0,1,5,1,1.0,Executive,17404.0,1,570
39.0,Self Enquiry,3,12.0,Small Business,Male,2,1.0,Standard,3.0,Married,3.0,0,4,1,1.0,Senior Manager,23237.0,0,879
46.0,Self Enquiry,1,13.0,Small Business,Male,3,3.0,Standard,3.0,Married,7.0,0,2,0,2.0,Senior Manager,25845.0,0,579
36.0,Self Enquiry,3,11.0,Large Business,Male,3,4.0,Standard,5.0,Unmarried,2.0,1,4,1,2.0,Senior Manager,28260.0,1,2632
36.0,Self Enquiry,1,25.0,Salaried,Male,3,2.0,Deluxe,5.0,Married,3.0,0,3,0,2.0,Manager,23886.0,0,2950
34.0,Company Invited,3,12.0,Small Business,Female,2,5.0,Basic,3.0,Married,1.0,0,4,0,1.0,Executive,17351.0,1,1483
25.0,Self Enquiry,1,15.0,Salaried,Male,2,3.0,Basic,5.0,Single,4.0,0,1,1,0.0,Executive,17096.0,1,1886
41.0,Self Enquiry,1,27.0,Large Business,Male,4,4.0,Standard,3.0,Married,6.0,0,3,1,2.0,Senior Manager,29000.0,0,3963
36.0,Self Enquiry,1,28.0,Salaried,Female,3,4.0,Deluxe,3.0,Married,3.0,1,3,0,1.0,Manager,22692.0,0,3867
31.0,Self Enquiry,1,10.0,Large Business,Female,3,4.0,Basic,5.0,Unmarried,7.0,1,4,0,1.0,Executive,21335.0,1,3448
51.0,Self Enquiry,1,16.0,Salaried,Male,4,4.0,Basic,3.0,Married,6.0,0,5,1,3.0,Executive,21058.0,0,3927
21.0,Company Invited,3,6.0,Large Business,Female,3,4.0,Basic,4.0,Single,2.0,1,5,1,2.0,Executive,17174.0,1,1440
39.0,Company Invited,1,6.0,Salaried,Male,2,3.0,King,3.0,Married,2.0,1,3,0,1.0,VP,34197.0,0,323
35.0,Company Invited,1,6.0,Small Business,Male,3,3.0,Basic,5.0,Married,5.0,0,1,0,1.0,Executive,17194.0,0,1206
40.0,Self Enquiry,1,14.0,Small Business,Male,3,4.0,Basic,3.0,Unmarried,2.0,1,4,1,2.0,Executive,24094.0,1,1894
40.0,Self Enquiry,3,10.0,Small Business,Male,3,4.0,Standard,3.0,Divorced,1.0,0,2,1,0.0,Senior Manager,25855.0,0,127
36.0,Self Enquiry,3,16.0,Small Business,Male,2,4.0,Standard,5.0,Married,1.0,0,5,0,0.0,Senior Manager,22094.0,1,1891
41.0,Company Invited,1,11.0,Salaried,Male,3,4.0,Basic,5.0,Married,7.0,0,3,0,1.0,Executive,17107.0,1,1834
35.0,Self Enquiry,1,15.0,Small Business,Male,3,2.0,Deluxe,3.0,Married,4.0,0,3,0,2.0,Manager,23082.0,0,3248
35.0,Self Enquiry,3,24.0,Small Business,Male,3,3.0,Deluxe,5.0,Married,1.0,0,3,0,0.0,Manager,17144.0,0,1078
45.0,Self Enquiry,1,17.0,Salaried,Male,4,4.0,Basic,3.0,Unmarried,3.0,1,3,1,3.0,Executive,21614.0,1,2695
48.0,Self Enquiry,1,32.0,Small Business,Male,3,4.0,Standard,3.0,Unmarried,4.0,0,3,1,1.0,Senior Manager,27311.0,0,3195
23.0,Self Enquiry,1,9.0,Large Business,Male,4,4.0,Basic,3.0,Married,2.0,0,5,1,1.0,Executive,21201.0,0,3369
39.0,Self Enquiry,1,9.0,Small Business,Male,4,4.0,Basic,3.0,Married,8.0,1,4,0,3.0,Executive,21735.0,0,3759
47.0,Company Invited,1,20.0,Large Business,Male,3,3.0,Deluxe,4.0,Married,1.0,0,3,0,2.0,Manager,20467.0,0,1069
33.0,Self Enquiry,1,14.0,Salaried,Male,3,3.0,Deluxe,3.0,Unmarried,3.0,1,3,0,2.0,Manager,21388.0,0,838
35.0,Self Enquiry,3,28.0,Salaried,Male,4,2.0,Deluxe,3.0,Unmarried,3.0,0,3,0,1.0,Manager,24015.0,0,3671
48.0,Self Enquiry,3,8.0,Small Business,Male,2,4.0,Deluxe,4.0,Unmarried,1.0,1,1,1,0.0,Manager,22898.0,1,1909
36.0,Self Enquiry,1,15.0,Small Business,Male,2,4.0,Deluxe,4.0,Married,3.0,1,4,1,0.0,Manager,23847.0,0,411
44.0,Company Invited,1,34.0,Salaried,Female,3,4.0,Standard,5.0,Married,2.0,0,4,1,1.0,Senior Manager,29498.0,0,3987
